period_begin,state,state_code,property_type,median_sale_price,median_list_price,homes_sold,new_listings,inventory,months_of_supply,off_market_in_two_weeks,parent_metro_region
2022-06-01,Delaware,DE,townhouse,233800,339400.0,253,310.0,346.0,1.4,0.6527402196,South Region
2024-03-01,Hawaii,HI,townhouse,2359600,929200.0,7,10.0,25.0,3.6,0.6,West Region
2024-10-01,Hawaii,HI,townhouse,1368500,788200.0,10,9.0,49.0,4.9,0.0,West Region
2020-02-01,South Dakota,SD,single family,214200,226900.0,456,665.0,2589.0,5.7,0.006649518088,Midwest Region
2015-05-01,Vermont,VT,townhouse,232500,305000.0,1,65.0,131.0,131.0,0.2,Northeast Region
2022-04-01,Columbia,DC,single family,1187000,679900.0,129,149.0,212.0,1.6,0.6734693878,South Region
2016-12-01,Oregon,OR,condo,245000,337700.0,342,202.0,608.0,1.8,0.2948970408,West Region
2017-03-01,Kentucky,KY,townhouse,152600,198200.0,53,86.0,174.0,3.3,0.4175565575,South Region
2023-06-01,New Jersey,NJ,multi family,598900,550000.0,518,808.0,1937.0,3.7,0.1994339722,Northeast Region
2018-05-01,South Dakota,SD,all,207200,210600.0,987,1244.0,3372.0,3.4,0.01333951484,Midwest Region
2024-04-01,Mississippi,MS,multi family,160500,234500.0,10,11.0,35.0,3.5,0.0,South Region
2024-08-01,Connecticut,CT,condo,319000,422900.0,735,757.0,1264.0,1.7,0.5341541926,Northeast Region
2017-01-01,Nebraska,NE,all,159000,175100.0,1120,1409.0,3846.0,3.4,0.2404069815,Midwest Region
2021-01-01,Indiana,IN,multi family,111600,174600.0,105,90.0,229.0,2.2,0.2427448877,Midwest Region
2024-08-01,Montana,MT,multi family,590000,528400.0,6,16.0,61.0,10.2,0.3385416667,West Region
2019-11-01,Minnesota,MN,single family,265200,253800.0,5201,3536.0,13372.0,2.6,0.2778083606,Midwest Region
2024-09-01,Wyoming,WY,single family,478600,517700.0,495,614.0,2064.0,4.2,0.3015999136,West Region
2023-11-01,Wisconsin,WI,single family,295800,276900.0,4364,3508.0,10362.0,2.4,0.411187917,Midwest Region
2014-08-01,Florida,FL,multi family,161500,197300.0,269,457.0,1844.0,6.9,0.1532724852,South Region
2018-04-01,Wyoming,WY,condo,347000,717500.0,12,8.0,43.0,3.6,0.0625,West Region
2015-11-01,Hawaii,HI,single family,574500,515500.0,458,616.0,3139.0,6.9,0.1315434762,West Region
2024-01-01,Oregon,OR,condo,336400,516300.0,189,313.0,822.0,4.3,0.2340393697,West Region
2018-06-01,Utah,UT,single family,343400,336000.0,3787,4563.0,8716.0,2.3,0.4423691946,West Region
2014-09-01,Wisconsin,WI,townhouse,136800,143500.0,4,3.0,24.0,6.0,0.0,Midwest Region
2018-12-01,Michigan,MI,all,163700,155500.0,9896,7062.0,33350.0,3.4,0.1729839764,Midwest Region
2015-12-01,Michigan,MI,condo,127700,135700.0,1363,992.0,4686.0,3.4,0.06421649193,Midwest Region
2019-12-01,Missouri,MO,single family,184500,162700.0,6224,3645.0,13535.0,2.2,0.2089305074,Midwest Region
2017-04-01,Columbia,DC,all,527500,569000.0,743,1087.0,1658.0,2.2,0.3378995434,South Region
2017-04-01,Alaska,AK,multi family,353500,293400.0,48,55.0,233.0,4.9,0.06201113701,West Region
2018-03-01,Mississippi,MS,all,161200,185600.0,1678,2376.0,9062.0,5.4,0.029702204,South Region
2023-03-01,Montana,MT,condo,466800,681800.0,62,90.0,388.0,6.3,0.3314814815,West Region
2014-11-01,Connecticut,CT,single family,206800,190100.0,1143,1239.0,10360.0,9.1,0.008111508665,Northeast Region
2017-10-01,Hawaii,HI,townhouse,726600,585300.0,9,10.0,90.0,10.0,0.0,West Region
2019-03-01,New York,NY,multi family,536200,524900.0,973,1664.0,5745.0,5.9,0.1392875102,Northeast Region
2020-07-01,West Virginia,WV,townhouse,179000,227300.0,118,113.0,249.0,2.1,0.3283185841,South Region
2020-03-01,Hawaii,HI,single family,666600,557000.0,652,688.0,3097.0,4.8,0.3524545436,West Region
2021-10-01,New York,NY,multi family,612100,505300.0,1433,1672.0,5518.0,3.9,0.2022824248,Northeast Region
2022-02-01,Pennsylvania,PA,multi family,171400,234300.0,436,491.0,1239.0,2.8,0.3896411698,Northeast Region
2021-06-01,Minnesota,MN,townhouse,277800,344200.0,1317,1365.0,1221.0,0.9,0.6662427107,Midwest Region
2021-05-01,Oregon,OR,all,467900,465800.0,6408,8097.0,7804.0,1.2,0.7161162463,West Region
2017-08-01,Columbia,DC,multi family,750000,499000.0,11,23.0,48.0,4.4,0.375,South Region
2019-08-01,Illinois,IL,condo,221500,247000.0,2702,3017.0,9997.0,3.7,0.2905025951,Midwest Region
2023-06-01,Alaska,AK,multi family,495700,375400.0,35,62.0,106.0,3.0,0.3316129032,West Region
2024-09-01,Louisiana,LA,single family,248900,241800.0,2850,2748.0,12695.0,4.5,0.1709602789,South Region
2022-01-01,Wisconsin,WI,multi family,192000,219700.0,344,350.0,1024.0,3.0,0.3555375086,Midwest Region
2018-03-01,Vermont,VT,multi family,214000,225200.0,18,22.0,89.0,4.9,0.3757575758,Northeast Region
2017-12-01,Virginia,VA,single family,303000,250900.0,6991,4409.0,24252.0,3.5,0.1102361438,South Region
2016-11-01,Columbia,DC,single family,702000,529000.0,114,120.0,280.0,2.5,0.2476190476,South Region
2016-09-01,Wyoming,WY,all,245700,247100.0,686,613.0,3781.0,5.5,0.008426074286,West Region
2022-08-01,North Dakota,ND,all,236100,250900.0,512,499.0,1317.0,2.6,0.00986571986,Midwest Region
2016-06-01,South Carolina,SC,multi family,313500,240000.0,16,15.0,69.0,4.3,0.1166666667,South Region
2022-09-01,Delaware,DE,all,312800,319700.0,848,865.0,1341.0,1.6,0.5403733933,South Region
2015-08-01,Nevada,NV,condo,116500,231300.0,522,653.0,2523.0,4.8,0.2546578337,West Region
2023-02-01,South Carolina,SC,condo,249600,391900.0,588,759.0,2343.0,4.0,0.3805931776,South Region
2019-03-01,Columbia,DC,all,570000,599000.0,799,1109.0,1609.0,2.0,0.5157480315,South Region
2021-04-01,California,CA,all,739000,725100.0,41323,45550.0,51880.0,1.3,0.6108547617,West Region
2023-01-01,South Carolina,SC,all,348300,349300.0,4193,6173.0,19573.0,4.7,0.2756374084,South Region
2022-05-01,Nevada,NV,all,465600,472900.0,5013,6841.0,9542.0,1.9,0.5945465357,West Region
2017-01-01,Pennsylvania,PA,single family,174500,175500.0,5830,7645.0,37120.0,6.4,0.1191869969,Northeast Region
2014-12-01,New Jersey,NJ,townhouse,212000,207100.0,315,277.0,2240.0,7.1,0.03291954314,Northeast Region
2020-11-01,Tennessee,TN,multi family,171200,267200.0,69,51.0,143.0,2.1,0.4560690943,South Region
2017-02-01,Utah,UT,condo,264400,399100.0,305,332.0,901.0,3.0,0.392533242,West Region
2023-02-01,North Carolina,NC,all,339900,356100.0,9752,11410.0,26831.0,2.8,0.4087080476,South Region
2021-02-01,Idaho,ID,single family,385500,419700.0,1924,2400.0,4334.0,2.3,0.5527520281,West Region
2016-03-01,South Dakota,SD,townhouse,162300,215400.0,37,55.0,187.0,5.1,0.02775119617,Midwest Region
2021-02-01,Maine,ME,all,261400,281700.0,1303,1382.0,2509.0,1.9,0.4848886333,Northeast Region
2023-08-01,Maryland,MD,multi family,246500,227200.0,32,41.0,102.0,3.2,0.4368070953,South Region
2022-07-01,Washington,WA,townhouse,652300,726800.0,484,609.0,916.0,1.9,0.5290888236,West Region
2014-09-01,Rhode Island,RI,all,205600,222900.0,1137,1544.0,6732.0,5.9,0.1793532124,Northeast Region
2019-06-01,Tennessee,TN,multi family,185400,243100.0,57,70.0,179.0,3.1,0.5869260652,South Region
2023-05-01,Mississippi,MS,single family,256900,254100.0,1871,2264.0,4784.0,2.6,0.3830609991,South Region
2022-09-01,Arizona,AZ,multi family,465700,453600.0,76,115.0,318.0,4.2,0.3215004263,West Region
2017-02-01,Louisiana,LA,all,173500,197500.0,2687,2318.0,11784.0,4.4,0.09783195733,South Region
2019-06-01,North Carolina,NC,condo,173900,270500.0,486,643.0,2027.0,4.2,0.2096781452,South Region
2023-09-01,Nevada,NV,condo,260000,447700.0,469,529.0,1320.0,2.8,0.324317034,West Region
2017-10-01,Wisconsin,WI,all,178500,180300.0,7219,6545.0,27204.0,3.8,0.2158193611,Midwest Region
2017-11-01,Nevada,NV,all,264800,268700.0,4312,3941.0,12481.0,2.9,0.3854888667,West Region
2021-05-01,Minnesota,MN,townhouse,269800,343900.0,991,1245.0,1082.0,1.1,0.7342939005,Midwest Region
2017-01-01,Hawaii,HI,single family,601700,546300.0,497,695.0,2854.0,5.7,0.1609181815,West Region
2016-11-01,New Jersey,NJ,multi family,273600,304800.0,637,690.0,4361.0,6.8,0.08913333079,Northeast Region
2017-07-01,Massachusetts,MA,all,404800,389100.0,8736,8804.0,20624.0,2.4,0.3828393122,Northeast Region
2021-01-01,Pennsylvania,PA,all,225400,237700.0,10580,10578.0,25585.0,2.4,0.3897337618,Northeast Region
2021-08-01,West Virginia,WV,all,204700,201600.0,1492,1603.0,4039.0,2.7,0.2542236941,South Region
2020-02-01,Missouri,MO,townhouse,146500,220100.0,60,64.0,58.0,1.0,0.5452118347,Midwest Region
2020-08-01,Georgia,GA,townhouse,255900,311500.0,1291,1637.0,3224.0,2.5,0.3480931362,South Region
2015-08-01,South Carolina,SC,condo,131400,217200.0,606,777.0,4264.0,7.0,0.05957671869,South Region
2018-09-01,Delaware,DE,single family,254000,232800.0,569,574.0,1778.0,3.1,0.2444216669,South Region
2024-03-01,Idaho,ID,condo,648100,608500.0,52,78.0,255.0,4.9,0.3085322085,West Region
2015-04-01,Missouri,MO,condo,139100,175100.0,423,687.0,2112.0,5.0,0.1063447632,Midwest Region
2024-04-01,South Dakota,SD,multi family,253700,346200.0,10,12.0,30.0,3.0,0.1388888889,Midwest Region
2024-09-01,Texas,TX,all,343900,350500.0,25491,35525.0,128917.0,5.1,0.200611041,South Region
2018-09-01,California,CA,multi family,745300,643100.0,976,1553.0,4925.0,5.0,0.211003306,West Region
2021-05-01,Vermont,VT,single family,332400,318700.0,589,999.0,2089.0,3.5,0.6433668497,Northeast Region
2022-02-01,Kansas,KS,single family,239300,255100.0,2058,2590.0,3532.0,1.7,0.3503155806,Midwest Region
2014-12-01,Arizona,AZ,multi family,167100,206300.0,59,83.0,401.0,6.8,0.2441149212,West Region
2020-06-01,Illinois,IL,all,226000,258400.0,14885,20711.0,41332.0,2.8,0.3449010146,Midwest Region
2023-03-01,Pennsylvania,PA,single family,273900,270500.0,6638,8013.0,13896.0,2.1,0.5333127759,Northeast Region
2020-07-01,North Dakota,ND,multi family,161000,247200.0,5,3.0,13.0,2.6,0.0,Midwest Region
2017-03-01,New York,NY,all,388800,447000.0,11350,19057.0,65402.0,5.8,0.1065925614,Northeast Region
2023-09-01,Nebraska,NE,condo,313800,285900.0,29,42.0,59.0,2.0,0.3492063492,Midwest Region
2020-12-01,New York,NY,condo,558200,773700.0,2615,2060.0,19324.0,7.4,0.03551067307,Northeast Region
2014-12-01,Nebraska,NE,all,146600,142100.0,1362,894.0,5604.0,4.1,0.01074248759,Midwest Region
2020-07-01,Wisconsin,WI,single family,237900,225000.0,8200,8052.0,17855.0,2.2,0.4162033601,Midwest Region
2015-09-01,Indiana,IN,townhouse,152000,136900.0,82,74.0,400.0,4.9,0.01268191268,Midwest Region
2023-02-01,Kansas,KS,townhouse,248200,390700.0,51,47.0,17.0,0.3,0.5957446809,Midwest Region
2021-06-01,Indiana,IN,townhouse,218400,240000.0,80,89.0,174.0,2.2,0.02713888204,Midwest Region
2020-12-01,Washington,WA,multi family,524000,465000.0,195,141.0,244.0,1.3,0.4503802301,West Region
2015-11-01,Montana,MT,single family,246500,235800.0,738,606.0,5045.0,6.8,0.01340153729,West Region
2014-05-01,Delaware,DE,condo,131900,219900.0,38,69.0,227.0,6.0,0.1071428571,South Region
2021-10-01,Ohio,OH,townhouse,293000,186700.0,45,82.0,152.0,3.4,0.5825502411,Midwest Region
2017-02-01,Ohio,OH,multi family,65900,136500.0,236,307.0,1358.0,5.8,0.2674921442,Midwest Region
2024-02-01,Iowa,IA,condo,214400,285400.0,170,354.0,908.0,5.3,0.3987741582,Midwest Region
2018-03-01,Nebraska,NE,all,181800,203400.0,1725,2401.0,4471.0,2.6,0.3565276722,Midwest Region
2015-04-01,New Mexico,NM,condo,161900,302000.0,38,62.0,244.0,6.4,0.1367461431,West Region
2018-10-01,Texas,TX,townhouse,225500,252900.0,655,923.0,2891.0,4.4,0.2681722942,South Region
2014-01-01,Colorado,CO,condo,192600,363700.0,503,835.0,2365.0,4.7,0.2490631152,West Region
2023-09-01,Iowa,IA,condo,232700,314600.0,346,359.0,983.0,2.8,0.4142898338,Midwest Region
2016-08-01,Maryland,MD,all,279200,276100.0,8183,8566.0,26822.0,3.3,0.1451340392,South Region
2014-10-01,South Dakota,SD,townhouse,176900,182900.0,35,45.0,131.0,3.7,0.0,Midwest Region
2018-07-01,Mississippi,MS,all,173100,172400.0,2124,2267.0,9253.0,4.4,0.01759559955,South Region
2014-06-01,North Dakota,ND,all,221400,269800.0,150,131.0,391.0,2.6,0.04967795802,Midwest Region
2020-07-01,Mississippi,MS,townhouse,160000,212700.0,21,28.0,71.0,3.4,0.05,South Region
2023-04-01,Arkansas,AR,single family,235900,251700.0,2908,3662.0,7794.0,2.7,0.3684478027,South Region
2018-04-01,Mississippi,MS,condo,147900,163000.0,28,39.0,194.0,6.9,0.04029304029,South Region
2021-09-01,Pennsylvania,PA,condo,231400,279400.0,577,615.0,1497.0,2.6,0.4636477062,Northeast Region
2018-03-01,Minnesota,MN,all,239400,262500.0,5445,8648.0,15157.0,2.8,0.5044141783,Midwest Region
2014-01-01,Maine,ME,multi family,93200,121100.0,5,10.0,38.0,7.6,0.0,Northeast Region
2017-01-01,Wisconsin,WI,townhouse,163900,253100.0,37,60.0,132.0,3.6,0.4228571429,Midwest Region
2014-07-01,Hawaii,HI,single family,555900,491600.0,610,757.0,3423.0,5.6,0.03456014881,West Region
2015-03-01,Iowa,IA,townhouse,125000,166000.0,3,4.0,28.0,9.3,0.0,Midwest Region
2021-02-01,Columbia,DC,condo,480000,620000.0,357,554.0,1256.0,3.5,0.456,South Region
2023-05-01,Nevada,NV,multi family,510200,471000.0,27,31.0,86.0,3.2,0.4285714286,West Region
2014-05-01,Illinois,IL,single family,180700,203700.0,9643,15728.0,44802.0,4.6,0.2309094893,Midwest Region
2020-04-01,Indiana,IN,condo,166100,196200.0,231,194.0,680.0,2.9,0.1994995728,Midwest Region
2017-01-01,Indiana,IN,all,131700,143900.0,4806,5736.0,26273.0,5.5,0.1076781945,Midwest Region
2017-10-01,Hawaii,HI,all,579300,594100.0,1581,1689.0,5772.0,3.7,0.1661075962,West Region
2018-05-01,Rhode Island,RI,condo,235100,301900.0,234,353.0,777.0,3.3,0.4724720383,Northeast Region
2014-04-01,New York,NY,all,196400,243500.0,5577,14803.0,57656.0,10.3,0.01585580583,Northeast Region
2019-08-01,Connecticut,CT,multi family,227600,256400.0,310,352.0,1215.0,3.9,0.1969779452,Northeast Region
2020-05-01,Pennsylvania,PA,all,221100,242400.0,6779,13628.0,37630.0,5.6,0.3611712804,Northeast Region
2017-03-01,Delaware,DE,condo,135100,231000.0,51,62.0,176.0,3.5,0.1873048907,South Region
2015-10-01,Virginia,VA,single family,283700,258200.0,6533,7641.0,35349.0,5.4,0.09564508184,South Region
2023-12-01,Georgia,GA,condo,296300,375000.0,429,480.0,1660.0,3.9,0.1632887053,South Region
2014-05-01,Colorado,CO,townhouse,249000,322300.0,543,701.0,1193.0,2.2,0.4599161347,West Region
2019-02-01,Massachusetts,MA,multi family,408700,421200.0,402,555.0,1339.0,3.3,0.3684030901,Northeast Region
2015-05-01,Alabama,AL,all,169400,170900.0,4189,4970.0,21844.0,5.2,0.01858764729,South Region
2015-09-01,Missouri,MO,all,146000,147400.0,6984,7840.0,25081.0,3.6,0.06767378481,Midwest Region
2024-09-01,Alaska,AK,all,388300,383300.0,700,744.0,1962.0,2.8,0.3101995268,West Region
2020-04-01,North Dakota,ND,all,221500,250300.0,305,394.0,1440.0,4.7,0.0,Midwest Region
2021-10-01,Florida,FL,single family,366700,355000.0,28858,31774.0,49489.0,1.7,0.5058076537,South Region
2014-09-01,New Mexico,NM,multi family,199000,367500.0,1,2.0,10.0,10.0,0.0,West Region
2017-05-01,New York,NY,multi family,486500,454600.0,950,1787.0,5843.0,6.2,0.1543977579,Northeast Region
2022-04-01,New Hampshire,NH,single family,434200,419900.0,952,1583.0,1840.0,1.9,0.8231442773,Northeast Region
2019-10-01,New Mexico,NM,all,253100,233500.0,1051,1024.0,4435.0,4.2,0.0819245753,West Region
2020-06-01,Missouri,MO,condo,160500,223200.0,651,639.0,1197.0,1.8,0.3343520901,Midwest Region
2022-02-01,Oklahoma,OK,condo,99800,237000.0,61,55.0,84.0,1.4,0.5529447297,South Region
2021-10-01,Minnesota,MN,condo,197700,324300.0,349,408.0,942.0,2.7,0.3197451851,Midwest Region
2015-09-01,Delaware,DE,condo,115000,219900.0,29,71.0,240.0,8.3,0.09523809524,South Region
2023-07-01,Michigan,MI,all,259100,253700.0,10774,13563.0,21143.0,2.0,0.5289099773,Midwest Region
2022-01-01,Connecticut,CT,multi family,289400,311000.0,346,265.0,709.0,2.0,0.3837952783,Northeast Region
2017-02-01,Minnesota,MN,all,206500,250700.0,3689,6741.0,15790.0,4.3,0.422189403,Midwest Region
2021-02-01,Pennsylvania,PA,multi family,154200,222600.0,347,399.0,1215.0,3.5,0.3298572452,Northeast Region
2020-03-01,Nebraska,NE,condo,140800,224300.0,27,45.0,92.0,3.4,0.6012882448,Midwest Region
2022-09-01,Alabama,AL,multi family,204700,223700.0,10,16.0,40.0,4.0,0.125,South Region
2021-10-01,Pennsylvania,PA,single family,265900,238200.0,9804,9500.0,21257.0,2.2,0.4247864908,Northeast Region
2018-01-01,Vermont,VT,single family,205000,221400.0,364,397.0,3413.0,9.4,0.1379169879,Northeast Region
2024-04-01,Idaho,ID,townhouse,619300,584700.0,77,75.0,285.0,3.7,0.357447619,West Region
2015-10-01,North Carolina,NC,all,189000,205000.0,10767,11752.0,59571.0,5.5,0.1480500256,South Region
2014-10-01,Maine,ME,single family,142400,124300.0,600,444.0,3368.0,5.6,0.003353741338,Northeast Region
2019-10-01,Vermont,VT,all,248100,248100.0,982,851.0,4736.0,4.8,0.2269877275,Northeast Region
2014-03-01,New Jersey,NJ,multi family,183200,269600.0,79,197.0,978.0,12.4,0.08002388773,Northeast Region
2024-07-01,West Virginia,WV,multi family,200700,231100.0,11,16.0,70.0,6.4,0.046875,South Region
2018-11-01,Alaska,AK,single family,286800,265000.0,463,388.0,2591.0,5.6,0.01970371932,West Region
2019-08-01,Delaware,DE,single family,278700,246200.0,649,704.0,1632.0,2.5,0.3483445797,South Region
2019-11-01,Utah,UT,single family,358000,344600.0,2881,2369.0,7414.0,2.6,0.2793775166,West Region
2020-08-01,Pennsylvania,PA,multi family,150300,206900.0,372,500.0,1453.0,3.9,0.307071831,Northeast Region
2014-11-01,Minnesota,MN,single family,184800,185400.0,4198,2960.0,20690.0,4.9,0.05878484706,Midwest Region
2015-04-01,West Virginia,WV,condo,43500,118800.0,5,6.0,64.0,12.8,0.0,South Region
2019-09-01,Kansas,KS,townhouse,178400,292200.0,93,109.0,66.0,0.7,0.5688073394,Midwest Region
2022-02-01,Missouri,MO,townhouse,182800,277300.0,51,74.0,26.0,0.5,0.6224827769,Midwest Region
2022-06-01,Texas,TX,townhouse,340200,379700.0,988,1303.0,2011.0,2.0,0.5446015247,South Region
2017-12-01,Connecticut,CT,multi family,172800,221200.0,259,208.0,1006.0,3.9,0.06456465382,Northeast Region
2023-04-01,Pennsylvania,PA,all,264700,287400.0,9503,12888.0,22956.0,2.4,0.5714872846,Northeast Region
2019-01-01,Connecticut,CT,single family,264600,282400.0,2047,2742.0,12402.0,6.1,0.1105989333,Northeast Region
2016-01-01,Colorado,CO,townhouse,310200,370400.0,284,419.0,1135.0,4.0,0.4610195182,West Region
2016-11-01,Columbia,DC,multi family,543500,529000.0,12,20.0,53.0,4.4,0.06666666667,South Region
2015-06-01,Kansas,KS,single family,178600,167600.0,3481,3675.0,7582.0,2.2,0.01236039377,Midwest Region
2016-09-01,South Dakota,SD,multi family,120000,175000.0,14,5.0,25.0,1.8,0.0,Midwest Region
2015-06-01,South Dakota,SD,townhouse,169200,189700.0,43,32.0,167.0,3.9,0.02173913043,Midwest Region
2014-08-01,Kansas,KS,single family,167800,158200.0,2461,2572.0,6253.0,2.5,0.01195638691,Midwest Region
2020-07-01,California,CA,single family,633300,618100.0,31909,33387.0,51775.0,1.6,0.4672716117,West Region
2024-09-01,Nevada,NV,townhouse,369300,469200.0,302,412.0,996.0,3.3,0.3320037046,West Region
2018-09-01,California,CA,townhouse,623800,729300.0,1168,1576.0,3183.0,2.7,0.3414167799,West Region
2023-03-01,Idaho,ID,condo,471900,644400.0,56,87.0,231.0,4.1,0.3629223267,West Region
2015-07-01,Colorado,CO,condo,220200,386800.0,1356,1509.0,3151.0,2.3,0.4747345803,West Region
2023-09-01,Minnesota,MN,multi family,352800,349600.0,86,113.0,202.0,2.3,0.5725335955,Midwest Region
2021-05-01,Wyoming,WY,condo,754000,1872500.0,10,8.0,41.0,4.1,0.0,West Region
2019-06-01,Tennessee,TN,condo,233300,267200.0,488,487.0,1315.0,2.7,0.4134593818,South Region
2022-06-01,Missouri,MO,all,259900,244900.0,9620,11021.0,11400.0,1.2,0.545847334,Midwest Region
2017-06-01,Hawaii,HI,multi family,497000,399800.0,1,7.0,16.0,16.0,0.5,West Region
2015-04-01,Pennsylvania,PA,single family,178400,198000.0,7163,14243.0,38274.0,5.3,0.1327809337,Northeast Region
2017-11-01,Arkansas,AR,all,151800,156600.0,2678,2582.0,11828.0,4.4,0.1128237608,South Region
2020-10-01,Colorado,CO,multi family,822500,573100.0,164,128.0,327.0,2.0,0.2281672011,West Region
2020-12-01,California,CA,all,641200,624500.0,39081,24194.0,49125.0,1.3,0.4348548069,West Region
2020-09-01,Nebraska,NE,condo,171000,220000.0,26,49.0,124.0,4.8,0.5560535025,Midwest Region
2014-11-01,Ohio,OH,single family,122800,111800.0,7985,8656.0,54069.0,6.8,0.02695814026,Midwest Region
2024-01-01,Ohio,OH,all,216000,226700.0,7388,9100.0,18913.0,2.6,0.38362936,Midwest Region
2022-09-01,Minnesota,MN,all,331000,326400.0,7254,6930.0,13181.0,1.8,0.411161929,Midwest Region
2018-10-01,Rhode Island,RI,all,276600,282100.0,1391,1652.0,5187.0,3.7,0.3092032689,Northeast Region
2017-04-01,Idaho,ID,condo,274400,300100.0,77,93.0,368.0,4.8,0.06406810036,West Region
2016-10-01,Tennessee,TN,single family,200800,207600.0,7198,7921.0,29223.0,4.1,0.3087857687,South Region
2023-04-01,Alaska,AK,condo,242000,398800.0,89,85.0,65.0,0.7,0.679048811,West Region
